simpleName,repList,,count,samID,newsamID,comments,latitude,longitude,uniqIDnowuseless,DisplayName
hartlepool,hartlepool,,2,2230,2230,,54.69,-1.21,2230,Hartlepool
harrisburg,harrisburg,,2,2231,2231,,40.26972222,-76.87555556,2231,Harrisburg
hannahstown,hannah's town,,2,2232,2232,,54.58,-6.03,2232,Hannah's Town
hampton,hamp ton,,2,2233,2233,,51.422,-0.367,2233,Hampton
ham,ham,,2,2234,2234,,51.5406,0.0017,2234,Ham
hallicarnassus,hallicarnassus,,2,2235,2235,,37.03777778,27.42416667,2235,Hallicarnassus
hadley,hadley,,2,2236,2236,,42.34166667,-72.58888889,2236,Hadley
hacketstown,hacketstown,,2,2237,2237,,40.85370278,-74.82487778,2237,Hacketstown
habull,habull,,2,2238,2238,fictional place,NA,NA,2238,Habull
gurnet,gurnet,,2,2239,2239,,42.00517222,-70.59951667,2239,Gurnet
gulfofvenezuela,gulf of venezuela|gulf of vene zuela,,2,2240,2240,,11.5,-71,2240,Gulf Of Venezuela
gulfeoflepanto,gulfe of lepanto,,2,2241,2241,,38.25,21.25,2241,Gulfe Of Lepanto
guien,guien,,2,2242,2242,unable to identify,NA,NA,2242,Guien
guadalquiver,guadalquiver,,2,2244,2244,,36.78333333,-6.35,2244,Guadalquiver
grubstreet,grub-street,,2,2245,2245,,51.52027778,-0.090833333,2245,Grub-Street
gresfordsvale,gresford's vale,,2,2247,2247,,53.087,-2.966,2247,Gresford's Vale
grayriggs,grayrigg's,,2,2249,2249,unable to identify,NA,NA,2249,Grayrigg
granville,granville,,2,2250,2250,not a place,NA,NA,2250,Granville
grandy,grandy,,2,2251,2251,not a place,NA,NA,2251,Grandy
grandcanal,grand canal,,2,2252,2252,china,30.26138889,120.2238889,2252,Grand Canal
granadas,granada's,,2,2253,2253,,37.17805556,-3.600833333,2253,Granada
graecia,graecia,,2,2254,2254,,37.96666667,23.71666667,2254,Graecia
gowawnes,go wawnes,,2,2255,2255,,40.8,-73.3,2255,Gowawnes
gottingen,gottingen,,2,2256,2256,,51.53388889,9.935555556,2256,Gottingen
gorgiana,gorgiana,,2,2257,2257,,43.16333333,-70.64861111,2257,Gorgiana
gordium,gordium,,2,2258,2258,,39.655,31.99416667,2258,Gordium
gomorrha,gomorrha|go morrha,,2,2259,2259,biblical place,NA,NA,2259,Gomorrha
goliad,go liad,,2,2260,2260,,28.66666667,-97.4,2260,Goliad
golgotha,golgotha,,2,2261,2261,biblical place,NA,NA,2261,Golgotha
goldsmithshall,gold-smiths-hall,,2,2262,2262,,51.51567222,-0.095894444,2262,Goldsmiths-Hall
goldensquare,golden-square,,2,2263,2263,,51.51166667,-0.137222222,2263,Golden-Square
goldcoast,gold coast,,2,2264,2264,,5.55,-0.2167,2264,Gold Coast
golconda,golconda,,2,2265,2265,,17.38,78.4,2265,Golconda
goadby,goadby,,2,2266,2266,,52.58333333,-0.883333333,2266,Goadby
goa,goa,,2,2267,2267,,15.5,73.83,2267,Goa
glomin,glomin;,,2,2268,2268,"glomma river, norway",59.21777778,10.93083333,2268,Glomins
glocesterpoint,glocester-point,,2,2269,2269,virginia,37.27,-76.49861111,2269,Glocester-Point
glenlyon,glenlyon,,2,2270,2270,,56.594,-4.303,2270,Glenlyon
gileads,gilead's,,2,2271,2271,biblical place,NA,NA,2271,Gilead
gilbo,gilbo,,2,2272,2272,biblical place,NA,NA,2272,Gilbo
gezer,gezer,,2,2273,2273,,31.859,34.919,2273,Gezer
germania,germania,,2,2274,2274,,50.34677778,13.42866667,2274,Germania
genlis,genlis,,2,2275,2275,,47.2417,5.2239,2275,Genlis
gedrosia,gedrosia,,2,2276,2276,,25.30541111,60.64108056,2276,Gedrosia
gazara,gazara,,2,2277,2277,,31.859,34.919,2277,Gazara
gaverseed,gaverseed,,2,2278,2278,?,NA,NA,2278,Gaverseed
garlichill,garlichill,,2,2279,2279,unable to identify,NA,NA,2279,Garlichill
galesia,galesia,,2,2282,2282,not a place! character name,NA,NA,2282,Galesia
galata,galata,,2,2283,2283,,41.02277778,28.97361111,2283,Galata
fuegos,fuego's,,2,2285,2285,,-54.362,-67.638,2285,Fuego
frontenac,frontenac,,2,2286,2286,,44.23333333,-76.47861111,2286,Frontenac
fromes,frome's,,2,2287,2287,,51.2279,-2.3215,2287,Frome
fourth,fourth,,2,2288,2288,frontmatter-printing place,NA,NA,2288,Fourth
fortunateislands,"fortunate islands,|fortunate islands",,2,2289,2289,mythical place,NA,NA,2289,Fortunate Islands
fortpemaquid,fort pemaquid,,2,2290,2290,,43.8775,-69.52472222,2290,Fort Pemaquid
forth,forth,,2,2291,2291,,56.0645,-3.727,2291,Forth
fortgriswold,fort-griswold|fort griswold,,2,2292,2292,,41.3553,-72.082,2292,Fort-Griswold
fortduquesne,fort-du-quesne,,2,2293,2293,,40.44162778,-80.01094444,2293,Fort-Du-Quesne
forrestofsherwood,forrest of sherwood,,2,2294,2294,,53.20446944,-1.072761111,2294,Forrest Of Sherwood
flint,flint,,2,2295,2295,,33.66861111,-84.43972222,2295,Flint
fitou,fitou,,2,2296,2296,,42.8944,2.9794,2296,Fitou
fishstreethill,fish-street hill,,2,2297,2297,,51.51138889,-0.151388889,2297,Fish-Street Hill
ezba,ezba,,2,2298,2298,fictional place,NA,NA,2298,Ezba
eutopia,eutopia,,2,2299,2299,fictional place,NA,NA,2299,Eutopia
eutawsprings,eutaw-springs,,2,2300,2300,,33.40728056,-80.29875,2300,Eutaw-Springs
etrees,etrees,,2,2301,2301,title,NA,NA,2301,Etrees
essexmerrimack,essex merrimack,,2,2302,2302,,42.8337,-70.90673889,2302,Essex Merrimack
eridanus,eridanus,,2,2303,2303,mythical place,NA,NA,2303,Eridanus
erebus,erebus,,2,2304,2304,mythical place,NA,NA,2304,Erebus
eos,eos,,2,2305,2305,fictional place,NA,NA,2305,Eos
ennersdale,ennersdale,,2,2306,2306,,54.52833333,-3.876055556,2306,Ennersdale
englefieldmanor,englefield ma nor|englefield manor,,2,2308,2308,,51.443,-1.106,2308,Englefield Manor
engaddi,engaddi,,2,2309,2309,biblical place,NA,NA,2309,Engaddi
eng,eng.,,2,2310,2310,?,NA,NA,2310,Eng.
ely,ely,,2,2311,2311,,52.4,0.26,2311,Ely
elsinore,elsinore,,2,2312,2312,,56.03611111,12.60833333,2312,Elsinore
elizabethsisles,elizabeth's isles,,2,2313,2313,,41.475,-70.76666667,2313,Elizabeth's Isles
elb,elb,,2,2314,2314,,53.92222222,8.722222222,2314,Elb
edenburgh,edenburgh,,2,2318,2318,,55.953,-3.189,2318,Edenburgh
ebal,ebal,,2,2319,2319,biblical place,NA,NA,2319,Ebal
eastriver,east-river|east river,,2,2320,2320,"unable to identify: in Faugeres, Ghost, is recorded by the corpus csv but not present in the text.",NA,NA,2320,East-River
eastriding,east-riding,,2,2321,2321,,53.91666667,-0.5,2321,East-Riding
eastanglia,east anglia,,2,2322,2322,,52.1898,0.5803,2322,East Anglia
earthe,earthe,,2,2323,2323,too vague,NA,NA,2323,Earthe
dysert,dysert,,2,2324,2324,,52.91131667,-9.066316667,2324,Dysert
dunstable,dunstable,,2,2325,2325,,51.88603056,-0.521019444,2325,Dunstable
dundee,dundee,,2,2326,2326,,56.462,-2.9707,2326,Dundee
down,down,,2,2327,2327,,54.322,-5.703,2327,Down
dowgate,dowgate,,2,2328,2328,,51.511,-0.089,2328,Dowgate
doux,doux,,2,2329,2329,,45.05855556,4.72675,2329,Doux
dorking,dorking,,2,2330,2330,,51.234,-0.3318,2330,Dorking
dittoslanding,ditto's landing,,2,2331,2331,,34.73,-86.585,2331,Ditto's Landing
districtofcolumbia,district of columbia,,2,2332,2332,,38.90472222,-77.01638889,2332,District Of Columbia
digligyneur,digligyneur,,2,2333,2333,,7.296388889,80.635,2333,Digligyneur
deviltavern,devil-tavern,,2,2334,2334,could not identify,NA,NA,2334,Devil-Tavern
devilstower,devil's tower,,2,2335,2335,fictional place,NA,NA,2335,Devil's Tower
deuoda,de uoda,,2,2336,2336,river in romania--cannot identify,NA,NA,2336,Deuoda
desmond,desmond,,2,2337,2337,not a place!,NA,NA,2337,Desmond
deschambeaux,des chambeaux,,2,2338,2338,,46.65,-71.93333333,2338,Des Chambeaux
denhamcourt,denham court,,2,2339,2339,,51.5,-0.45,2339,Denham Court
demerara,demerara,,2,2340,2340,,6.8121,-58.1701,2340,Demerara
delphes|delphi,delphes|delphi,,4,2342|2341,2341,delphi?|,38.4823,22.5013,2342|2341,Delphi
deits,deits,,2,2343,2343,,41,-77.5,2343,Deits
deal,deal,,2,2344,2344,,51.2226,1.4006,2344,Deal
danubes,danube's,,2,2345,2345,,45.2175,29.76138889,2345,Danube
danbury,dan bury,,2,2346,2346,,41.40222222,-73.47111111,2346,Danbury
dacia,dacia,,2,2347,2347,,45.7,26.5,2347,Dacia
customhouse,custom-house,,2,2348,2348,,51.5087,-0.082388889,2348,Custom-House
cush,cush,,2,2349,2349,,18.53,31.84,2349,Cush
cupers,cupers|cuper's,,2,2350,2350,,51.50527778,-0.113888889,2350,Cupers
crownealley,crowne alley,,2,2351,2351,,51.5163,-0.08145,2351,Crowne Alley
cronstradt,cronstradt,,2,2352,2352,,60,29.76666667,2352,Cronstradt
crimea,crimea,,2,2353,2353,,45.3,34.4,2353,Crimea
cremona,cremona,,2,2354,2354,,45.13333333,10.03333333,2354,Cremona
creech,creech,,2,2355,2355,,51.0229,-3.0377,2355,Creech
cowes,cowes,,2,2356,2356,,50.7595,-1.3002,2356,Cowes
coventry,coventry,,2,2357,2357,,52.40805556,-1.510555556,2357,Coventry
coudre,coudre,,2,2358,2358,,47.4,-70.38333333,2358,Coudre
cornhill,cornhill,,2,2359,2359,,51.5135,-0.085,2359,Cornhill
corkcastle,cork-castle,,2,2360,2360,,51.89722222,-8.47,2360,Cork-Castle
corfu,corfu,,2,2362,2362,,39.58333333,19.86666667,2362,Corfu
copenhagen,copenhagen,,2,2363,2363,,55.67611111,12.56833333,2363,Copenhagen
coopershill,cooper's hill,,2,2364,2364,,51.44451111,-0.565369444,2364,Cooper's Hill
connaught,connaught,,2,2365,2365,,53.78,-9.05,2365,Connaught
commonwealth,commonwealth,,2,2366,2366,,42.3,-71.8,2366,Commonwealth
colosse,colosse,,2,2367,2367,Biblical place,NA,NA,2367,Colosse
colchis,colchis,,2,2368,2368,,42.25,42.7,2368,Colchis
clontarf,clontarf,,2,2369,2369,,53.365,-6.21,2369,Clontarf
christophers,christophers,,2,2373,2373,,17.25,-62.66666667,2373,Christophers
christchurch,christ-church,,2,2374,2374,,51.75,-1.254722222,2374,Christ-Church
chocolatehouse,chocolate-house,,2,2375,2375,??,NA,NA,2375,Chocolate-House
chittim,chittim,,2,2376,2376,Biblical place,NA,NA,2376,Chittim
chios,chios,,2,2377,2377,,38.4,26.01666667,2377,Chios
chinon,chinon,,2,2378,2378,,47.16777778,0.243611111,2378,Chinon
chihuahua,chihuahua,,2,2380,2380,,28.63527778,-106.0888889,2380,Chihuahua
chigwell,chigwell,,2,2381,2381,,51.6225,0.07227,2381,Chigwell
chichester,chichester,,2,2382,2382,,50.83652,-0.77918,2382,Chichester
chestershire,chestershire,,2,2383,2383,,53.16666667,-2.583333333,2383,Chestershire
chelseyreach,chelsey-reach,,2,2385,2385,,51.47916667,-0.157222222,2385,Chelsey-Reach
chelmsford,chelmsford,,2,2386,2386,,51.7361,0.4798,2386,Chelmsford
charles|charlesriver,charles|charles river,,3,2388|2387,2387,"corrected to 1 from 2 because one was not a place name, a reference to king charles |",42.37055556,-71.05361111,2388|2387,Charles River
chamblee,chamblee,,2,2390,2390,in Quebec,45.4495,-73.2767,2390,Chamblee
chaldeas,chaldea's,,2,2391,2391,Biblical place,NA,NA,2391,Chaldea
chaldea,chaldea,,2,2392,2392,Biblical place,NA,NA,2392,Chaldea
chalcis,chalcis,,2,2393,2393,"Ancient Greek, in Syria",NA,NA,2393,Chalcis
ceram,ceram,,2,2394,2394,,-3.133333333,129.5,2394,Ceram
cephalonia,cephalonia,,2,2395,2395,,38.25,20.5,2395,Cephalonia
centre,centre,,2,2396,2396,?,NA,NA,2396,Centre
cenis,cenis,,2,2397,2397,,45.26027778,6.900833333,2397,Cenis
cecillia,cecillia,,2,2398,2398,?,NA,NA,2398,Cecillia
cawood,cawood,,2,2399,2399,,53.8315,-1.1309,2399,Cawood
cavan,cavan,,2,2400,2400,,53.991,-7.3601,2400,Cavan
catskill|catskillmountains,catskill|catskill mountains,,4,2402|2401,2401,|,42.22111111,-73.86638889,2402|2401,Catskill Mountains
catalonia,catalonia,,2,2403,2403,,41.81666667,1.466666667,2403,Catalonia
catabaw,catabaw,,2,2404,2404,,34.46694444,-80.88888889,2404,Catabaw
castleofvalmonsor,castle of valmonsor,,2,2405,2405,Unknown; France?,NA,NA,2405,Castle Of Valmonsor
castlebrokelodge,castlebroke lodge,,2,2406,2406,?,NA,NA,2406,Castlebroke Lodge
castelsarasin,castelsarasin,,2,2408,2408,in France,44.04083333,1.107777778,2408,Castelsarasin
castalia,castalia,,2,2409,2409,Greek mythology,NA,NA,2409,Castalia
cassel,cassel,,2,2410,2410,,51.31666667,9.5,2410,Cassel
cassandria,cassandria,,2,2411,2411,,40.195,23.33,2411,Cassandria
carmania,carmania,,2,2413,2413,,30.2907,57.0679,2413,Carmania
carlstadt,carlstadt,,2,2414,2414,In Dusseldorf,51.22277778,6.771111111,2414,Carlstadt
carinthia,carinthia,,2,2415,2415,in Austria,46.761,13.819,2415,Carinthia
carbury,carbury,,2,2417,2417,,51.96666667,-8.583333333,2417,Carbury
capitol,capitol,,2,2418,2418,?,NA,NA,2418,Capitol
capefrancois,cape francois,,2,2419,2419,in Haiti,19.76,-72.2,2419,Cape Francois
capebreton,cape-bre ton,,2,2420,2420,,46.16666667,-60.75,2420,Cape-Breton
campanias,campania's,,2,2425,2425,?,NA,NA,2425,Campania
caminiek,caminiek,,2,2426,2426,common place-name in Poland; unknown,NA,NA,2426,Caminiek
camberwell,camberwell,,2,2427,2427,,51.4736,-0.0912,2427,Camberwell
calvarys,calvary's|calva ry's,,2,2428,2428,Biblical place,NA,NA,2428,Calvary
caleh,caleh,,2,2431,2431,Biblical place,NA,NA,2431,Caleh
caifongfou,cai-fong-fou,,2,2432,2432,,34.8,114.3,2432,Cai-Fong-Fou
cahawba,cahawba,,2,2433,2433,town in Alabama,32.31694444,-87.10138889,2433,Cahawba
cafetalsanpatricio,cafetal san patricio,,2,2434,2434,,23.05111111,-81.57527778,2434,Cafetal San Patricio
cades|cadiz|cales,cades|cadiz|cales,,6,2436|2435|2430,2435,||,36.53333333,-6.283333333,2436|2435|2430,Cadiz
burlingtonstreet,burlington-street,,2,2438,2438,In London?,51.5106,-0.1409,2438,Burlington-Street
bunda,bunda,,2,2439,2439,In the Gambia somewhere,13.46388889,-14.11472222,2439,Bunda
bucephalon,bucephalon,,2,2440,2440,Classical Greek city,32.93111111,73.73083333,2440,Bucephalon
brougham,brougham,,2,2441,2441,Not a place!,NA,NA,2441,Brougham
bromfield,bromfield,,2,2443,2443,"the one in Shropshire, apparently",52.388,-2.765,2443,Bromfield
britishmuseum,british museum,,2,2445,2445,,NA,NA,2445,British Museum
bristolchannel,bristol channel,,2,2452,2452,,51.3,-3.616666667,2452,Bristol Channel
bridgport,bridgport,,2,2453,2453,,50.7336,-2.7584,2453,Bridgport
brideford,brideford,,2,2454,2454,,51.016,-4.209,2454,Brideford
braga,braga,,2,2456,2456,,41.55111111,-8.428333333,2456,Braga
brabant,brabant,,2,2457,2457,"apparently, the part of Brabant where Antwerp is",51.21666667,4.416666667,2457,Brabant
bozrahville,bozrahville,,2,2458,2458,town in Connecticut,41.55,-72.18333333,2458,Bozrahville
boxhill,box-hill,,2,2459,2459,"in Surrey, England",51.255,-0.308611111,2459,Box-Hill
bourges,bourges,,2,2460,2460,city in France,47.08444444,2.396388889,2460,Bourges
bottesford,bottesford,,2,2461,2461,village in england,52.9375,-0.802,2461,Bottesford
bothwell,bothwell,,2,2462,2462,village and castle in Scotland,55.8095,-4.0948,2462,Bothwell
botanybay,botany bay,,2,2463,2463,,-33.99799983,151.233,2463,Botany Bay
borysthenes,borysthenes,,2,2467,2467,Classical Antiquity: Dnieper River,46.5,32.33333333,2467,Borysthenes
bordentown,bordentown,,2,2468,2468,in New Jersey,40.149824,-74.707642,2468,Bordentown
bolton,bolton,,2,2469,2469,Bolton Castle,54.321932,-1.948106,2469,Bolton
blueridge,blue ridge,,2,2470,2470,"Blue Ridge mountains, Virginia",35.76472222,-82.26527778,2470,Blue Ridge
blore,blore,,2,2472,2472,village in england,53.03333333,-1.816666667,2472,Blore
blockisland,block island,,2,2473,2473,in Rhode Island,41.16972222,-71.58,2473,Block Island
blandford,blandford,,2,2474,2474,,50.856,-2.1648,2474,Blandford
blackswamp,black swamp,,2,2475,2475,Across the river in from Augusta Georgia in South Carolina,33.47,-81.975,2475,Black Swamp
birmingham,birmingham,,2,2477,2477,,52.48305556,-1.893611111,2477,Birmingham
bezon,bezon,,2,2478,2478,,48.92611111,2.217777778,2478,Bezon
besborough,besborough,,2,2480,2480,,52.35,-7.333333333,2480,Besborough
bernicia,bernicia,,2,2481,2481,Kingdom of Bernicia,55.66905,-1.78485,2481,Bernicia
bern,bern,,2,2482,2482,,46.95,7.45,2482,Bern
bermuda,bermuda,,2,2483,2483,,32.33333333,-64.75,2483,Bermuda
berbice,berbice,,2,2484,2484,part of British Guyana,6.2337,-57.543,2484,Berbice
bellamont,bellamont,,2,2486,2486,Title of the Earl of Bellomont,NA,NA,2486,Bellamont
belgravepark,belgrave park,,2,2487,2487,?,NA,NA,2487,Belgrave Park
bedlington,bedlington,,2,2489,2489,,55.133,-1.583,2489,Bedlington
bedfordheadtavern,bedford-head tavern,,2,2490,2490,In Covent-Garden,51.512,-0.12345,2490,Bedford-Head Tavern
beauport,beauport,,2,2491,2491,,46.81666667,-71.21666667,2491,Beauport
beaulieus,beaulieu's,,2,2492,2492,,50.82,-1.45,2492,Beaulieu
bayofplymouth,bay of plymouth,,2,2493,2493,,41.96666667,-70.6,2493,Bay Of Plymouth
bayofmassachusetts,bay of massachusetts,,2,2494,2494,,42.375,-70.74944444,2494,Bay Of Massachusetts
bassette,bassette,,2,2496,2496,Card game now known as Basset,NA,NA,2496,Bassette
bamborough|bambro,bamborough|bambro',,4,2498|2497,2498,Castle of Bamborough |Castle of Bamborough ,55.608,-1.709,2498|2497,Bamborough
bambarra,bambarra,,2,2499,2499,"now Mali, Africa",12.65,-8,2499,Bambarra
bahia,bahia,,2,2500,2500,region of Brasil,-12.52,-41.69,2500,Bahia
bagnio,bagnio,,2,2501,2501,"Long Acre Bagnio, Long Acre, London",51.50722222,-0.1275,2501,Bagnio
baal,baal,,2,2505,2505,Biblical place,NA,NA,2505,Baal
b,b.,,2,2506,2506,?,NA,NA,2506,B.
avenuedeneuilly,avenue de neuilly,,2,2507,2507,"in Paris, France",48.85666667,2.350833333,2507,Avenue De Neuilly
aventine,aventine,,2,2508,2508,place in Classical Rome,NA,NA,2508,Aventine
austinfryars,austin-fryars,,2,2509,2509,London.,51.50722222,-0.1275,2509,Austin-Fryars
aumale,aumale|aumale;,,2,2510,2510,Duchy of Aumale in Normandy ,49.77138889,1.753055556,2510,Aumale
athertonmoor,atherton-moor,,2,2511,2511,"Drighlington, near Bradford, Yorkshire, England",53.756767,-1.661639,2511,Atherton-Moor
asphaltislake,asphaltis lake,,2,2512,2512,"Now La Brea, Trinidad",10.25,-61.61666667,2512,Asphaltis Lake
asiaminor,asia minor,,2,2513,2513,,39,35,2513,Asia Minor
ashford,ashford,,2,2515,2515,"town in Kent, England",51.1465,0.8676,2515,Ashford
ashdod,ashdod,,2,2516,2516,Biblical city,NA,NA,2516,Ashdod
arundelcastle,arundel castle,,2,2517,2517,,50.85439,-0.5539,2517,Arundel Castle
arsareth,arsareth,,2,2518,2518,"Mythology, Hebraic; place the ten tribes go into exile, 2 Esdras 13",NA,NA,2518,Arsareth
arpad,arpad,,2,2519,2519,Biblical city near modern Aleppo,36.21666667,37.16666667,2519,Arpad
argues,argues,,2,2522,2522,"Now Arques, France",49.88166667,1.126944444,2522,Argues
archepelago|archipelago,archepelago|archipelago,,4,2524|2523,2523,?|?,NA,NA,2524|2523,Archipelago
araxis,araxis,,2,2525,2525,Aras River in Turkey-Azerbaijan-Iran,40.0184,48.4535,2525,Araxis
aram,aram,,2,2526,2526,"Biblical region, Aleppo area of Syria",36.21666667,37.16666667,2526,Aram
antrim,antrim,,2,2529,2529,County in Northern Ireland,54.7173,-6.2055,2529,Antrim
annons,annon's,,2,2530,2530,unknown location,NA,NA,2530,Annon
ammons,ammon's,,2,2531,2531,Biblical kingdom in present-day Jordan,NA,NA,2531,Ammon
amboy,amboy,,2,2533,2533,"City of Perth Amboy, New Jersey",40.52016,-74.271331,2533,Amboy
alnwick,alnwick,,2,2535,2535,Alnwick Castle Northumberland,55.41575,-1.70607,2535,Alnwick
allenstown,allen's town,,2,2536,2536,town near Freetown in Sierra Leone,8.484444444,-13.23444444,2536,Allen's Town
alleghany|alleghanys,alleghany|alleghany's,,4,2537|2537,2537,|,38.69972222,-79.53277778,2538|2537,Alleghany
alcazars,alcazar's,,2,2540,2540,"Prob. Seville or Segovia, Spain (coordinates Wikipedia assigned for Spain)",40,-4,2540,Alcazar
albemarle,albemarle,,2,2541,2541,Duchy (of Aumale Normandy?),49.77138889,1.753055556,2541,Albemarle
alachuasavanna,alachua savanna,,2,2544,2544,"near Micanopy, Florida",29.50638889,-82.28194444,2544,Alachua Savanna
aku,aku,,2,2545,2545,Not a place! People group in Western Africa,13.46666667,-16.58333333,2545,Aku
ajalon,ajalon,,2,2546,2546,Biblical place,NA,NA,2546,Ajalon
air,air,,2,2547,2547,"Ayr, Scotland ",55.458,-4.629,2547,Air
aiqueperce,aiqueperce,,2,2548,2548,"town in Auvergne, France (now aigueperse)",46.02333333,3.203055556,2548,Aiqueperce
aiquemont,aiquemont,,2,2549,2549,"town in Auvergne, France",45.33333333,3,2549,Aiquemont
agincourt,agin court|agincourt,,2,2550,2550,place in France,50.46361111,2.141666667,2550,Agincourt
adrianople,adrianople,,2,2560,2560,City in Turkey,41.66666667,26.56666667,2560,Adrianople
acomacvirginia,"acomac, virginia",,2,2562,2562,"Now Accomack, Virginia",37.71861111,-75.66722222,2562,"Acomac, Virginia"
acadia,acadia,,2,2563,2563,Nova Scotia,45,-63,2563,Acadia
abingdon,abingdon,,2,2564,2564,"Abingdon-on-Thames, England",51.667,-1.283,2564,Abingdon
abemarle,abemarle,,2,2565,2565,courthouse in present-day  Scottsville Virginia,37.8,-78.5,2565,Abemarle
abby,abby,,2,2566,2566,Not a place!,NA,NA,2566,Abby
abbey,abbey,,2,2567,2567,Not a place!,NA,NA,2567,Abbey
batavia,batavia,,1,NA,6092,"now Jakarta, Indonesia. Note: this has been disambiguated from Batavia, 0867. Appears in Haywood, Female Spectator",-6.2,106.8166667,NA,Batavia
brooklyn,brooklyn,,1,NA,6093,In Connecticut. Disambiguated from Brooklyn NY,41.78777778,-71.95555556,NA,Brooklyn
brunswick|burlington,brunswick|burlington,,2,NA|NA,6094,"In Maine. Disambiguated from Brunswick, Germany|In New Jersey. Disambiguated",43.91083333,-69.96305556,NA|NA,Brunswick | Burlington
burlington,burlington,,1,NA,6096,In Vermont. Disambiguated,44.47583333,-73.21194444,NA,Burlington
cambridge,cambridge|cam bridge,,5,NA,6097,"in Massachusetts. Disambiguated from Cambridge, England",42.37361111,-71.11055556,NA,Cambridge
fairfield,,,12,NA,6098,"fairfield near Exeter, England? Could not identify, used Devon coordinates",50.71666667,-3.716666667,NA,Fairfield
flushing,,,2,NA,6099,"flushing, battle of: green, romance ",51.45,3.583333333,NA,Flushing
glocester,,,3,NA,7000,virginia: from adams new england,37.4,-76.52,NA,Glocester
gloucester,,,6,NA,7001,sierra leone,8.333333333,-13.06666667,NA,Gloucester
gloucester,,,13,NA,7002,"massachusetts: 1 murray, gleaner; 11 prince, narrativelife; 1 prince, west indies",42.61583333,-70.6625,NA,Gloucester
gloucester,,,23,NA,7003,"england, collected",51.87,-2.24,NA,Gloucester
greenwich,,,2,NA,7004,connecticut?,41.03888889,-73.61361111,NA,Greenwich
jersey,,,6,NA,7005,"jersey, england: all from smith, manor",49.19,-2.11,NA,Jersey
middlesex,,,2,NA,7006,Jamaica,18.15,-77.2,NA,Middlesex
middlesex|monmouth,|,,5,NA|NA,7007,Massachusetts|new jerzee,42.49,-71.39,NA|NA,Middlesex
norfolk,,,9,NA,7008,virginia,36.91666667,-76.2,NA,Norfolk
norwich,,,8,NA,7009,england,52.6,1.3,NA,Norwich
plymouth,,,6,NA,7010,plymouth england,50.37138889,-4.142222222,NA,Plymouth
portsmouth,,,3,NA,7011,Rhode Island,41.6,-71.25,NA,Portsmouth
portsmouth,,,16,NA,7012,New Hampshire,43.07555556,-70.76055556,NA,Portsmouth
portsmouth,,,4,NA,7013,Virginia,36.83444444,-76.34166667,NA,Portsmouth
richmond,,,7,NA,7014,virginia,37.53333333,-77.46666667,NA,Richmond
stamford,,,2,NA,7015,connecticut,41.05277778,-73.53888889,NA,Stamford
stlouis,,,2,NA,7016,missouri,38.62722222,-90.19777778,NA,St. Louis
worcester,,,9,NA,8000,Massachussetts,42.27138889,-71.79888889,NA,Worcester
wilmington,wilming ton|wilmington,,1,NA,8001,"Wilmington in Delaware (Chandler, Poetical)",39.74583333,-75.54666667,NA,Wilmington
westphalia,westphalia,,1,NA,8003,"This count is referencing Duchy of Westphalia (1180 - 1803) because Carleton, The Case of Madam Mary Carleton pub. date was 1663; Kingdom of Westphalia didn't exist until 1807 to 1813",51.08,8,NA,Westphalia
westmorelandcounty,westmoreland county,,1,NA,8004,"There's two different Westmoreland Counties the Corpus Master refers to, Virginia and Pennsylvania",38.11,-76.8,NA,Westmoreland County
warrington,warrington,,1,NA,8005,"Mississipi Territory location (before further division into Alabama state, which borders Florida, referred to by Changing Scenes, Unknown",30.38583333,-87.28972222,NA,Warrington
threerivers,three rivers,,1,NA,8006,"Moved 1 from 1779 to here, because this refers to New England",NA,NA,NA,Three Rivers
thebes,thebes|thebes',,2,NA,8007,Moved 2 from 227 to here,25.72055556,32.61027778,NA,Thebes
